queryID,query_name,qstart,qend,refID,ref_name,rstart,rend,identity,evalue,qproduct,qgeneID,rproduct,rgeneID,merged_query,merged_query_name,merged_ref,merged_ref_name
yaccob,Yaccob_contig_1,29992,29824,patchman,Patchman_contig_1,29996,29828,100,8.92E-36,hypothetical protein,JZFESBBW_CDS_0056,hypothetical protein,QLZSKYRQ_CDS_0054,yaccob - JZFESBBW_CDS_0056,yaccob - JZFESBBW_CDS_0056 - hypothetical protein,patchman - QLZSKYRQ_CDS_0054,patchman - QLZSKYRQ_CDS_0054 - hypothetical protein
yaccob,Yaccob_contig_1,32242,31765,patchman,Patchman_contig_1,32246,31769,100,1.60E-112,DNA polymerase,JZFESBBW_CDS_0057,DNA polymerase,QLZSKYRQ_CDS_0055,yaccob - JZFESBBW_CDS_0057,yaccob - JZFESBBW_CDS_0057 - DNA polymerase,patchman - QLZSKYRQ_CDS_0055,patchman - QLZSKYRQ_CDS_0055 - DNA polymerase
yaccob,Yaccob_contig_1,32886,32688,patchman,Patchman_contig_1,32892,32691,100,5.98E-37,hypothetical protein,JZFESBBW_CDS_0060,hypothetical protein,QLZSKYRQ_CDS_0058,yaccob - JZFESBBW_CDS_0060,yaccob - JZFESBBW_CDS_0060 - hypothetical protein,patchman - QLZSKYRQ_CDS_0058,patchman - QLZSKYRQ_CDS_0058 - hypothetical protein
yaccob,Yaccob_contig_1,38211,37830,patchman,Patchman_contig_1,38213,37832,100,3.44E-80,protease,JZFESBBW_CDS_0071,protease,QLZSKYRQ_CDS_0069,yaccob - JZFESBBW_CDS_0071,yaccob - JZFESBBW_CDS_0071 - protease,patchman - QLZSKYRQ_CDS_0069,patchman - QLZSKYRQ_CDS_0069 - protease
yaccob,Yaccob_contig_1,38345,38198,patchman,Patchman_contig_1,38347,38200,100,4.76E-31,protease,JZFESBBW_CDS_0071,protease,QLZSKYRQ_CDS_0069,yaccob - JZFESBBW_CDS_0071,yaccob - JZFESBBW_CDS_0071 - protease,patchman - QLZSKYRQ_CDS_0069,patchman - QLZSKYRQ_CDS_0069 - protease
yaccob,Yaccob_contig_1,20572,21235,patchman,Patchman_contig_1,20576,21239,100,2.11E-157,hypothetical protein,JZFESBBW_CDS_0035,hypothetical protein,QLZSKYRQ_CDS_0034,yaccob - JZFESBBW_CDS_0035,yaccob - JZFESBBW_CDS_0035 - hypothetical protein,patchman - QLZSKYRQ_CDS_0034,patchman - QLZSKYRQ_CDS_0034 - hypothetical protein
yaccob,Yaccob_contig_1,21709,21268,patchman,Patchman_contig_1,21713,21272,99.3,9.38E-96,hypothetical protein,JZFESBBW_CDS_0036,hypothetical protein,QLZSKYRQ_CDS_0035,yaccob - JZFESBBW_CDS_0036,yaccob - JZFESBBW_CDS_0036 - hypothetical protein,patchman - QLZSKYRQ_CDS_0035,patchman - QLZSKYRQ_CDS_0035 - hypothetical protein
yaccob,Yaccob_contig_1,22046,22364,patchman,Patchman_contig_1,22050,22368,100,2.01E-67,hypothetical protein,JZFESBBW_CDS_0039,hypothetical protein,QLZSKYRQ_CDS_0038,yaccob - JZFESBBW_CDS_0039,yaccob - JZFESBBW_CDS_0039 - hypothetical protein,patchman - QLZSKYRQ_CDS_0038,patchman - QLZSKYRQ_CDS_0038 - hypothetical protein
yaccob,Yaccob_contig_1,22623,23106,patchman,Patchman_contig_1,22627,23110,100,7.70E-105,Rz-like spanin,JZFESBBW_CDS_0041,Rz-like spanin,QLZSKYRQ_CDS_0040,yaccob - JZFESBBW_CDS_0041,yaccob - JZFESBBW_CDS_0041 - Rz-like spanin,patchman - QLZSKYRQ_CDS_0040,patchman - QLZSKYRQ_CDS_0040 - Rz-like spanin
yaccob,Yaccob_contig_1,24235,23773,patchman,Patchman_contig_1,24238,23509,94.6,1.55E-85,DNA helicase,JZFESBBW_CDS_0044,endolysin,QLZSKYRQ_CDS_0041,yaccob - JZFESBBW_CDS_0044,yaccob - JZFESBBW_CDS_0044 - DNA helicase,patchman - QLZSKYRQ_CDS_0041,patchman - QLZSKYRQ_CDS_0041 - endolysin
yaccob,Yaccob_contig_1,25983,25614,patchman,Patchman_contig_1,26181,25617,100,1.05E-82,thymidylate synthase,JZFESBBW_CDS_0047,thymidylate synthase,QLZSKYRQ_CDS_0044,yaccob - JZFESBBW_CDS_0047,yaccob - JZFESBBW_CDS_0047 - thymidylate synthase,patchman - QLZSKYRQ_CDS_0044,patchman - QLZSKYRQ_CDS_0044 - thymidylate synthase
yaccob,Yaccob_contig_1,33352,32893,patchman,Patchman_contig_1,33509,32894,100,1.29E-103,Gp2.5-like ssDNA binding protein and ssDNA annealing protein,JZFESBBW_CDS_0061,Gp2.5-like ssDNA binding protein and ssDNA annealing protein,QLZSKYRQ_CDS_0059,yaccob - JZFESBBW_CDS_0061,yaccob - JZFESBBW_CDS_0061 - Gp2.5-like ssDNA binding protein and ssDNA annealing protein,patchman - QLZSKYRQ_CDS_0059,patchman - QLZSKYRQ_CDS_0059 - Gp2.5-like ssDNA binding protein and ssDNA annealing protein
yaccob,Yaccob_contig_1,33907,33616,patchman,Patchman_contig_1,33909,33618,100,9.59E-63,hypothetical protein,JZFESBBW_CDS_0063,hypothetical protein,QLZSKYRQ_CDS_0060,yaccob - JZFESBBW_CDS_0063,yaccob - JZFESBBW_CDS_0063 - hypothetical protein,patchman - QLZSKYRQ_CDS_0060,patchman - QLZSKYRQ_CDS_0060 - hypothetical protein
yaccob,Yaccob_contig_1,34590,34296,patchman,Patchman_contig_1,34593,34218,100,1.37E-51,hypothetical protein,JZFESBBW_CDS_0065,hypothetical protein,QLZSKYRQ_CDS_0062,yaccob - JZFESBBW_CDS_0065,yaccob - JZFESBBW_CDS_0065 - hypothetical protein,patchman - QLZSKYRQ_CDS_0062,patchman - QLZSKYRQ_CDS_0062 - hypothetical protein
yaccob,Yaccob_contig_1,35946,35043,patchman,Patchman_contig_1,35754,35046,100,2.27E-162,exonuclease,JZFESBBW_CDS_0067,exonuclease,QLZSKYRQ_CDS_0064,yaccob - JZFESBBW_CDS_0067,yaccob - JZFESBBW_CDS_0067 - exonuclease,patchman - QLZSKYRQ_CDS_0064,patchman - QLZSKYRQ_CDS_0064 - exonuclease
yaccob,Yaccob_contig_1,36750,36183,patchman,Patchman_contig_1,36752,36185,100,4.75E-124,hypothetical protein,JZFESBBW_CDS_0068,hypothetical protein,QLZSKYRQ_CDS_0066,yaccob - JZFESBBW_CDS_0068,yaccob - JZFESBBW_CDS_0068 - hypothetical protein,patchman - QLZSKYRQ_CDS_0066,patchman - QLZSKYRQ_CDS_0066 - hypothetical protein
yaccob,Yaccob_contig_1,42957,43134,patchman,Patchman_contig_1,42956,43133,100,8.41E-38,hypothetical protein,JZFESBBW_CDS_0081,hypothetical protein,QLZSKYRQ_CDS_0080,yaccob - JZFESBBW_CDS_0081,yaccob - JZFESBBW_CDS_0081 - hypothetical protein,patchman - QLZSKYRQ_CDS_0080,patchman - QLZSKYRQ_CDS_0080 - hypothetical protein
yaccob,Yaccob_contig_1,43737,43998,patchman,Patchman_contig_1,43735,43996,100,1.07E-56,hypothetical protein,JZFESBBW_CDS_0083,hypothetical protein,QLZSKYRQ_CDS_0082,yaccob - JZFESBBW_CDS_0083,yaccob - JZFESBBW_CDS_0083 - hypothetical protein,patchman - QLZSKYRQ_CDS_0082,patchman - QLZSKYRQ_CDS_0082 - hypothetical protein
yaccob,Yaccob_contig_1,44931,45027,patchman,Patchman_contig_1,44746,45025,100,1.64E-18,hypothetical protein,JZFESBBW_CDS_0085,hypothetical protein,QLZSKYRQ_CDS_0084,yaccob - JZFESBBW_CDS_0085,yaccob - JZFESBBW_CDS_0085 - hypothetical protein,patchman - QLZSKYRQ_CDS_0084,patchman - QLZSKYRQ_CDS_0084 - hypothetical protein
yaccob,Yaccob_contig_1,0,456,patchman,Patchman_contig_1,0,1002,99.2,3.64E-100,terminase large subunit,JZFESBBW_CDS_0001,terminase large subunit,QLZSKYRQ_CDS_0001,yaccob - JZFESBBW_CDS_0001,yaccob - JZFESBBW_CDS_0001 - terminase large subunit,patchman - QLZSKYRQ_CDS_0001,patchman - QLZSKYRQ_CDS_0001 - terminase large subunit
yaccob,Yaccob_contig_1,1017,1131,patchman,Patchman_contig_1,1015,1129,100,1.61E-21,hypothetical protein,JZFESBBW_CDS_0003,hypothetical protein,QLZSKYRQ_CDS_0002,yaccob - JZFESBBW_CDS_0003,yaccob - JZFESBBW_CDS_0003 - hypothetical protein,patchman - QLZSKYRQ_CDS_0002,patchman - QLZSKYRQ_CDS_0002 - hypothetical protein
yaccob,Yaccob_contig_1,1567,2524,patchman,Patchman_contig_1,1483,2524,100,1.00E-223,portal protein,JZFESBBW_CDS_0005,portal protein,QLZSKYRQ_CDS_0004,yaccob - JZFESBBW_CDS_0005,yaccob - JZFESBBW_CDS_0005 - portal protein,patchman - QLZSKYRQ_CDS_0004,patchman - QLZSKYRQ_CDS_0004 - portal protein
yaccob,Yaccob_contig_1,31766,29993,patchman,Patchman_contig_1,31770,29997,100,0,DNA polymerase,JZFESBBW_CDS_0057,DNA polymerase,QLZSKYRQ_CDS_0055,yaccob - JZFESBBW_CDS_0057,yaccob - JZFESBBW_CDS_0057 - DNA polymerase,patchman - QLZSKYRQ_CDS_0055,patchman - QLZSKYRQ_CDS_0055 - DNA polymerase
yaccob,Yaccob_contig_1,32429,32315,patchman,Patchman_contig_1,32433,32319,100,3.22E-22,hypothetical protein,JZFESBBW_CDS_0059,hypothetical protein,QLZSKYRQ_CDS_0057,yaccob - JZFESBBW_CDS_0059,yaccob - JZFESBBW_CDS_0059 - hypothetical protein,patchman - QLZSKYRQ_CDS_0057,patchman - QLZSKYRQ_CDS_0057 - hypothetical protein
yaccob,Yaccob_contig_1,6067,6529,patchman,Patchman_contig_1,6315,6528,100,2.68E-46,hypothetical protein,JZFESBBW_CDS_0014,hypothetical protein,QLZSKYRQ_CDS_0014,yaccob - JZFESBBW_CDS_0014,yaccob - JZFESBBW_CDS_0014 - hypothetical protein,patchman - QLZSKYRQ_CDS_0014,patchman - QLZSKYRQ_CDS_0014 - hypothetical protein
yaccob,Yaccob_contig_1,20246,20573,patchman,Patchman_contig_1,20250,20577,100,6.37E-73,outer membrane protein,JZFESBBW_CDS_0034,outer membrane protein,QLZSKYRQ_CDS_0033,yaccob - JZFESBBW_CDS_0034,yaccob - JZFESBBW_CDS_0034 - outer membrane protein,patchman - QLZSKYRQ_CDS_0033,patchman - QLZSKYRQ_CDS_0033 - outer membrane protein
yaccob,Yaccob_contig_1,21888,21705,patchman,Patchman_contig_1,21892,21709,100,9.31E-38,hypothetical protein,JZFESBBW_CDS_0036,hypothetical protein,QLZSKYRQ_CDS_0035,yaccob - JZFESBBW_CDS_0036,yaccob - JZFESBBW_CDS_0036 - hypothetical protein,patchman - QLZSKYRQ_CDS_0035,patchman - QLZSKYRQ_CDS_0035 - hypothetical protein
yaccob,Yaccob_contig_1,22029,21924,patchman,Patchman_contig_1,22033,21928,100,3.44E-20,hypothetical protein,JZFESBBW_CDS_0038,hypothetical protein,QLZSKYRQ_CDS_0037,yaccob - JZFESBBW_CDS_0038,yaccob - JZFESBBW_CDS_0038 - hypothetical protein,patchman - QLZSKYRQ_CDS_0037,patchman - QLZSKYRQ_CDS_0037 - hypothetical protein
yaccob,Yaccob_contig_1,22400,22640,patchman,Patchman_contig_1,22404,22644,100,3.83E-48,hypothetical protein,JZFESBBW_CDS_0040,hypothetical protein,QLZSKYRQ_CDS_0039,yaccob - JZFESBBW_CDS_0040,yaccob - JZFESBBW_CDS_0040 - hypothetical protein,patchman - QLZSKYRQ_CDS_0039,patchman - QLZSKYRQ_CDS_0039 - hypothetical protein
yaccob,Yaccob_contig_1,23102,23555,patchman,Patchman_contig_1,23106,23559,100,6.36E-102,endolysin,JZFESBBW_CDS_0042,endolysin,QLZSKYRQ_CDS_0041,yaccob - JZFESBBW_CDS_0042,yaccob - JZFESBBW_CDS_0042 - endolysin,patchman - QLZSKYRQ_CDS_0041,patchman - QLZSKYRQ_CDS_0041 - endolysin
yaccob,Yaccob_contig_1,44096,44945,patchman,Patchman_contig_1,44094,44649,99.4,1.78E-112,hypothetical protein,JZFESBBW_CDS_0084,hypothetical protein,QLZSKYRQ_CDS_0083,yaccob - JZFESBBW_CDS_0084,yaccob - JZFESBBW_CDS_0084 - hypothetical protein,patchman - QLZSKYRQ_CDS_0083,patchman - QLZSKYRQ_CDS_0083 - hypothetical protein
yaccob,Yaccob_contig_1,45282,45423,patchman,Patchman_contig_1,45280,45421,100,2.66E-28,hypothetical protein,JZFESBBW_CDS_0086,hypothetical protein,QLZSKYRQ_CDS_0085,yaccob - JZFESBBW_CDS_0086,yaccob - JZFESBBW_CDS_0086 - hypothetical protein,patchman - QLZSKYRQ_CDS_0085,patchman - QLZSKYRQ_CDS_0085 - hypothetical protein
yaccob,Yaccob_contig_1,45641,46004,patchman,Patchman_contig_1,45640,46120,95.1,4.59E-66,terminase small subunit,JZFESBBW_CDS_0087,terminase small subunit,QLZSKYRQ_CDS_0086,yaccob - JZFESBBW_CDS_0087,yaccob - JZFESBBW_CDS_0087 - terminase small subunit,patchman - QLZSKYRQ_CDS_0086,patchman - QLZSKYRQ_CDS_0086 - terminase small subunit
yaccob,Yaccob_contig_1,1248,1482,patchman,Patchman_contig_1,1247,1481,100,4.17E-54,hypothetical protein,JZFESBBW_CDS_0004,hypothetical protein,QLZSKYRQ_CDS_0003,yaccob - JZFESBBW_CDS_0004,yaccob - JZFESBBW_CDS_0004 - hypothetical protein,patchman - QLZSKYRQ_CDS_0003,patchman - QLZSKYRQ_CDS_0003 - hypothetical protein
yaccob,Yaccob_contig_1,2589,3021,patchman,Patchman_contig_1,2589,3021,100,1.09E-92,portal protein,JZFESBBW_CDS_0006,portal protein,QLZSKYRQ_CDS_0005,yaccob - JZFESBBW_CDS_0006,yaccob - JZFESBBW_CDS_0006 - portal protein,patchman - QLZSKYRQ_CDS_0005,patchman - QLZSKYRQ_CDS_0005 - portal protein
yaccob,Yaccob_contig_1,3415,3856,patchman,Patchman_contig_1,3415,3856,99.3,4.65E-95,head scaffolding protein,JZFESBBW_CDS_0008,head scaffolding protein,QLZSKYRQ_CDS_0007,yaccob - JZFESBBW_CDS_0008,yaccob - JZFESBBW_CDS_0008 - head scaffolding protein,patchman - QLZSKYRQ_CDS_0007,patchman - QLZSKYRQ_CDS_0007 - head scaffolding protein
yaccob,Yaccob_contig_1,4091,4826,patchman,Patchman_contig_1,4091,4826,100,1.27E-166,major head protein,JZFESBBW_CDS_0010,major head protein,QLZSKYRQ_CDS_0009,yaccob - JZFESBBW_CDS_0010,yaccob - JZFESBBW_CDS_0010 - major head protein,patchman - QLZSKYRQ_CDS_0009,patchman - QLZSKYRQ_CDS_0009 - major head protein
yaccob,Yaccob_contig_1,12005,13073,patchman,Patchman_contig_1,12002,13070,100,1.65E-245,virion structural protein,JZFESBBW_CDS_0022,virion structural protein,QLZSKYRQ_CDS_0025,yaccob - JZFESBBW_CDS_0022,yaccob - JZFESBBW_CDS_0022 - virion structural protein,patchman - QLZSKYRQ_CDS_0025,patchman - QLZSKYRQ_CDS_0025 - virion structural protein
yaccob,Yaccob_contig_1,13546,14116,patchman,Patchman_contig_1,13543,13768,100,1.89E-30,tail fiber protein,JZFESBBW_CDS_0024,hypothetical protein,QLZSKYRQ_CDS_0027,yaccob - JZFESBBW_CDS_0024,yaccob - JZFESBBW_CDS_0024 - tail fiber protein,patchman - QLZSKYRQ_CDS_0027,patchman - QLZSKYRQ_CDS_0027 - hypothetical protein
yaccob,Yaccob_contig_1,38537,38396,patchman,Patchman_contig_1,38538,38397,100,1.19E-28,hypothetical protein,JZFESBBW_CDS_0073,hypothetical protein,QLZSKYRQ_CDS_0071,yaccob - JZFESBBW_CDS_0073,yaccob - JZFESBBW_CDS_0073 - hypothetical protein,patchman - QLZSKYRQ_CDS_0071,patchman - QLZSKYRQ_CDS_0071 - hypothetical protein
yaccob,Yaccob_contig_1,39184,38485,patchman,Patchman_contig_1,39185,38486,100,3.25E-150,hypothetical protein,JZFESBBW_CDS_0073,hypothetical protein,QLZSKYRQ_CDS_0071,yaccob - JZFESBBW_CDS_0073,yaccob - JZFESBBW_CDS_0073 - hypothetical protein,patchman - QLZSKYRQ_CDS_0071,patchman - QLZSKYRQ_CDS_0071 - hypothetical protein
yaccob,Yaccob_contig_1,39238,39352,patchman,Patchman_contig_1,39239,39353,97.2,1.44E-22,hypothetical protein,JZFESBBW_CDS_0075,hypothetical protein,QLZSKYRQ_CDS_0073,yaccob - JZFESBBW_CDS_0075,yaccob - JZFESBBW_CDS_0075 - hypothetical protein,patchman - QLZSKYRQ_CDS_0073,patchman - QLZSKYRQ_CDS_0073 - hypothetical protein
yaccob,Yaccob_contig_1,39338,39524,patchman,Patchman_contig_1,39339,39525,100,3.95E-39,hypothetical protein,JZFESBBW_CDS_0076,hypothetical protein,QLZSKYRQ_CDS_0074,yaccob - JZFESBBW_CDS_0076,yaccob - JZFESBBW_CDS_0076 - hypothetical protein,patchman - QLZSKYRQ_CDS_0074,patchman - QLZSKYRQ_CDS_0074 - hypothetical protein
yaccob,Yaccob_contig_1,39523,40513,patchman,Patchman_contig_1,39524,40514,100,8.01E-232,DNA primase,JZFESBBW_CDS_0077,DNA primase,QLZSKYRQ_CDS_0075,yaccob - JZFESBBW_CDS_0077,yaccob - JZFESBBW_CDS_0077 - DNA primase,patchman - QLZSKYRQ_CDS_0075,patchman - QLZSKYRQ_CDS_0075 - DNA primase
yaccob,Yaccob_contig_1,40443,42081,patchman,Patchman_contig_1,40444,41932,100,0,DNA primase,JZFESBBW_CDS_0078,DNA primase,QLZSKYRQ_CDS_0076,yaccob - JZFESBBW_CDS_0078,yaccob - JZFESBBW_CDS_0078 - DNA primase,patchman - QLZSKYRQ_CDS_0076,patchman - QLZSKYRQ_CDS_0076 - DNA primase
yaccob,Yaccob_contig_1,42224,42338,patchman,Patchman_contig_1,42223,42337,100,8.08E-21,hypothetical protein,JZFESBBW_CDS_0079,hypothetical protein,QLZSKYRQ_CDS_0078,yaccob - JZFESBBW_CDS_0079,yaccob - JZFESBBW_CDS_0079 - hypothetical protein,patchman - QLZSKYRQ_CDS_0078,patchman - QLZSKYRQ_CDS_0078 - hypothetical protein
yaccob,Yaccob_contig_1,42438,42954,patchman,Patchman_contig_1,42437,42953,100,1.53E-119,hypothetical protein,JZFESBBW_CDS_0080,hypothetical protein,QLZSKYRQ_CDS_0079,yaccob - JZFESBBW_CDS_0080,yaccob - JZFESBBW_CDS_0080 - hypothetical protein,patchman - QLZSKYRQ_CDS_0079,patchman - QLZSKYRQ_CDS_0079 - hypothetical protein
yaccob,Yaccob_contig_1,0,456,rage,Rage_contig_1,0,1056,99.2,3.63E-100,terminase large subunit,JZFESBBW_CDS_0001,terminase large subunit,MOJOLAXZ_CDS_0001,yaccob - JZFESBBW_CDS_0001,yaccob - JZFESBBW_CDS_0001 - terminase large subunit,rage - MOJOLAXZ_CDS_0001,rage - MOJOLAXZ_CDS_0001 - terminase large subunit
yaccob,Yaccob_contig_1,1017,1131,rage,Rage_contig_1,1016,1130,100,1.61E-21,hypothetical protein,JZFESBBW_CDS_0003,hypothetical protein,MOJOLAXZ_CDS_0002,yaccob - JZFESBBW_CDS_0003,yaccob - JZFESBBW_CDS_0003 - hypothetical protein,rage - MOJOLAXZ_CDS_0002,rage - MOJOLAXZ_CDS_0002 - hypothetical protein
yaccob,Yaccob_contig_1,1567,2524,rage,Rage_contig_1,1878,2523,100,3.11E-150,portal protein,JZFESBBW_CDS_0005,portal protein,MOJOLAXZ_CDS_0005,yaccob - JZFESBBW_CDS_0005,yaccob - JZFESBBW_CDS_0005 - portal protein,rage - MOJOLAXZ_CDS_0005,rage - MOJOLAXZ_CDS_0005 - portal protein
yaccob,Yaccob_contig_1,2589,3021,rage,Rage_contig_1,2588,3020,100,1.08E-92,portal protein,JZFESBBW_CDS_0006,portal protein,MOJOLAXZ_CDS_0006,yaccob - JZFESBBW_CDS_0006,yaccob - JZFESBBW_CDS_0006 - portal protein,rage - MOJOLAXZ_CDS_0006,rage - MOJOLAXZ_CDS_0006 - portal protein
yaccob,Yaccob_contig_1,3023,3371,rage,Rage_contig_1,3022,3370,99.1,7.33E-75,head scaffolding protein,JZFESBBW_CDS_0007,hypothetical protein,MOJOLAXZ_CDS_0007,yaccob - JZFESBBW_CDS_0007,yaccob - JZFESBBW_CDS_0007 - head scaffolding protein,rage - MOJOLAXZ_CDS_0007,rage - MOJOLAXZ_CDS_0007 - hypothetical protein
yaccob,Yaccob_contig_1,3415,3856,rage,Rage_contig_1,3414,3855,100,9.36E-96,head scaffolding protein,JZFESBBW_CDS_0008,head scaffolding protein,MOJOLAXZ_CDS_0008,yaccob - JZFESBBW_CDS_0008,yaccob - JZFESBBW_CDS_0008 - head scaffolding protein,rage - MOJOLAXZ_CDS_0008,rage - MOJOLAXZ_CDS_0008 - head scaffolding protein
yaccob,Yaccob_contig_1,4091,4826,rage,Rage_contig_1,3791,4880,100,2.19E-126,major head protein,JZFESBBW_CDS_0010,major head protein,MOJOLAXZ_CDS_0009,yaccob - JZFESBBW_CDS_0010,yaccob - JZFESBBW_CDS_0010 - major head protein,rage - MOJOLAXZ_CDS_0009,rage - MOJOLAXZ_CDS_0009 - major head protein
yaccob,Yaccob_contig_1,12005,13073,rage,Rage_contig_1,12002,13070,100,1.64E-245,virion structural protein,JZFESBBW_CDS_0022,virion structural protein,MOJOLAXZ_CDS_0021,yaccob - JZFESBBW_CDS_0022,yaccob - JZFESBBW_CDS_0022 - virion structural protein,rage - MOJOLAXZ_CDS_0021,rage - MOJOLAXZ_CDS_0021 - virion structural protein
yaccob,Yaccob_contig_1,20246,20573,rage,Rage_contig_1,20388,20571,100,1.57E-39,outer membrane protein,JZFESBBW_CDS_0034,hypothetical protein,MOJOLAXZ_CDS_0033,yaccob - JZFESBBW_CDS_0034,yaccob - JZFESBBW_CDS_0034 - outer membrane protein,rage - MOJOLAXZ_CDS_0033,rage - MOJOLAXZ_CDS_0033 - hypothetical protein
yaccob,Yaccob_contig_1,21888,21705,rage,Rage_contig_1,21886,21703,100,9.29E-38,hypothetical protein,JZFESBBW_CDS_0036,hypothetical protein,MOJOLAXZ_CDS_0035,yaccob - JZFESBBW_CDS_0036,yaccob - JZFESBBW_CDS_0036 - hypothetical protein,rage - MOJOLAXZ_CDS_0035,rage - MOJOLAXZ_CDS_0035 - hypothetical protein
yaccob,Yaccob_contig_1,24753,24234,rage,Rage_contig_1,24826,24229,99.2,9.53E-92,DNA helicase,JZFESBBW_CDS_0044,DNA helicase,MOJOLAXZ_CDS_0044,yaccob - JZFESBBW_CDS_0044,yaccob - JZFESBBW_CDS_0044 - DNA helicase,rage - MOJOLAXZ_CDS_0044,rage - MOJOLAXZ_CDS_0044 - DNA helicase
yaccob,Yaccob_contig_1,25983,25614,rage,Rage_contig_1,25976,25520,99.1,1.15E-81,thymidylate synthase,JZFESBBW_CDS_0047,thymidylate synthase,MOJOLAXZ_CDS_0046,yaccob - JZFESBBW_CDS_0047,yaccob - JZFESBBW_CDS_0047 - thymidylate synthase,rage - MOJOLAXZ_CDS_0046,rage - MOJOLAXZ_CDS_0046 - thymidylate synthase
yaccob,Yaccob_contig_1,26574,26109,rage,Rage_contig_1,26567,26102,100,2.85E-104,nucleotide pyrophosphohydrolase,JZFESBBW_CDS_0050,nucleotide pyrophosphohydrolase,MOJOLAXZ_CDS_0049,yaccob - JZFESBBW_CDS_0050,yaccob - JZFESBBW_CDS_0050 - nucleotide pyrophosphohydrolase,rage - MOJOLAXZ_CDS_0049,rage - MOJOLAXZ_CDS_0049 - nucleotide pyrophosphohydrolase
yaccob,Yaccob_contig_1,33507,33345,rage,Rage_contig_1,33499,33337,100,4.45E-34,Gp2.5-like ssDNA binding protein and ssDNA annealing protein,JZFESBBW_CDS_0061,Gp2.5-like ssDNA binding protein and ssDNA annealing protein,MOJOLAXZ_CDS_0062,yaccob - JZFESBBW_CDS_0061,yaccob - JZFESBBW_CDS_0061 - Gp2.5-like ssDNA binding protein and ssDNA annealing protein,rage - MOJOLAXZ_CDS_0062,rage - MOJOLAXZ_CDS_0062 - Gp2.5-like ssDNA binding protein and ssDNA annealing protein
yaccob,Yaccob_contig_1,34213,33979,rage,Rage_contig_1,34205,33971,100,6.27E-50,hypothetical protein,JZFESBBW_CDS_0064,hypothetical protein,MOJOLAXZ_CDS_0065,yaccob - JZFESBBW_CDS_0064,yaccob - JZFESBBW_CDS_0064 - hypothetical protein,rage - MOJOLAXZ_CDS_0065,rage - MOJOLAXZ_CDS_0065 - hypothetical protein
yaccob,Yaccob_contig_1,34998,34593,rage,Rage_contig_1,34990,34585,100,1.90E-90,exonuclease,JZFESBBW_CDS_0066,exonuclease,MOJOLAXZ_CDS_0067,yaccob - JZFESBBW_CDS_0066,yaccob - JZFESBBW_CDS_0066 - exonuclease,rage - MOJOLAXZ_CDS_0067,rage - MOJOLAXZ_CDS_0067 - exonuclease
yaccob,Yaccob_contig_1,36183,35991,rage,Rage_contig_1,36174,35982,100,3.93E-40,hypothetical protein,JZFESBBW_CDS_0068,hypothetical protein,MOJOLAXZ_CDS_0070,yaccob - JZFESBBW_CDS_0068,yaccob - JZFESBBW_CDS_0068 - hypothetical protein,rage - MOJOLAXZ_CDS_0070,rage - MOJOLAXZ_CDS_0070 - hypothetical protein
yaccob,Yaccob_contig_1,36750,36183,rage,Rage_contig_1,36740,36134,99.4,1.54E-119,hypothetical protein,JZFESBBW_CDS_0068,hypothetical protein,MOJOLAXZ_CDS_0070,yaccob - JZFESBBW_CDS_0068,yaccob - JZFESBBW_CDS_0068 - hypothetical protein,rage - MOJOLAXZ_CDS_0070,rage - MOJOLAXZ_CDS_0070 - hypothetical protein
yaccob,Yaccob_contig_1,42957,43134,rage,Rage_contig_1,42944,43118,98.2,2.32E-35,hypothetical protein,JZFESBBW_CDS_0081,hypothetical protein,MOJOLAXZ_CDS_0085,yaccob - JZFESBBW_CDS_0081,yaccob - JZFESBBW_CDS_0081 - hypothetical protein,rage - MOJOLAXZ_CDS_0085,rage - MOJOLAXZ_CDS_0085 - hypothetical protein
yaccob,Yaccob_contig_1,43737,43998,rage,Rage_contig_1,43720,43867,93.7,7.87E-29,hypothetical protein,JZFESBBW_CDS_0083,hypothetical protein,MOJOLAXZ_CDS_0087,yaccob - JZFESBBW_CDS_0083,yaccob - JZFESBBW_CDS_0083 - hypothetical protein,rage - MOJOLAXZ_CDS_0087,rage - MOJOLAXZ_CDS_0087 - hypothetical protein
yaccob,Yaccob_contig_1,44931,45027,rage,Rage_contig_1,44730,45009,100,1.64E-18,hypothetical protein,JZFESBBW_CDS_0085,hypothetical protein,MOJOLAXZ_CDS_0090,yaccob - JZFESBBW_CDS_0085,yaccob - JZFESBBW_CDS_0085 - hypothetical protein,rage - MOJOLAXZ_CDS_0090,rage - MOJOLAXZ_CDS_0090 - hypothetical protein
yaccob,Yaccob_contig_1,45641,46004,rage,Rage_contig_1,45624,46104,95.1,4.58E-66,terminase small subunit,JZFESBBW_CDS_0087,terminase small subunit,MOJOLAXZ_CDS_0092,yaccob - JZFESBBW_CDS_0087,yaccob - JZFESBBW_CDS_0087 - terminase small subunit,rage - MOJOLAXZ_CDS_0092,rage - MOJOLAXZ_CDS_0092 - terminase small subunit
yaccob,Yaccob_contig_1,1248,1482,rage,Rage_contig_1,1248,1482,100,4.16E-54,hypothetical protein,JZFESBBW_CDS_0004,hypothetical protein,MOJOLAXZ_CDS_0003,yaccob - JZFESBBW_CDS_0004,yaccob - JZFESBBW_CDS_0004 - hypothetical protein,rage - MOJOLAXZ_CDS_0003,rage - MOJOLAXZ_CDS_0003 - hypothetical protein
